vid,idx,kind,claim_id,mse_nrm,L_h,cos,r_norm,dist_to_orig
41,4,cat,-1,0.22312383,0.50604475,0.8884383,71.94781,0.33472627
42,4,shuffle,-1,0.10182397,0.23093672,0.9490885,71.915504,0.030267097
43,4,unrelated,81,0.9442803,2.1416273,0.52786005,71.91441,2.1600635
44,4,unrelated_token,81,0.7881592,1.7875447,0.6059207,71.850815,1.8270117
45,5,orig,-1,0.162973,0.3696227,0.9185137,71.88117,0.0
46,5,paraphrase,-1,0.15702231,0.35612655,0.9214891,71.866905,0.009875312
47,5,translate,-1,0.16425452,0.37252918,0.9178729,71.87313,0.015286616
48,5,polarity,-1,0.16407856,0.3721301,0.91796106,71.877686,0.0073099416
49,5,vocab,-1,0.19781248,0.44863862,0.90109414,71.79989,0.13240503
50,5,cat,-1,0.44136995,1.0010269,0.77931523,71.7313,0.79944575
51,5,shuffle,-1,0.16359231,0.3710273,0.9182039,71.88982,0.0027151927
52,5,unrelated,55,0.86478364,1.9613289,0.56760854,71.98773,1.8352954
53,5,unrelated_token,55,0.71229327,1.6154808,0.64385355,71.8169,1.4721433
54,6,orig,-1,0.038140606,0.08650288,0.98092985,71.92613,0.0
55,6,paraphrase,-1,0.03852022,0.08736385,0.9807401,71.93808,0.0059612133
56,6,translate,-1,0.039448567,0.08946933,0.980276,71.91384,0.004564848
57,6,polarity,-1,0.042404782,0.096174024,0.9787978,71.91197,0.006638567
58,6,vocab,-1,0.11009745,0.24970098,0.94495153,71.92604,0.15344614
59,6,cat,-1,0.41446432,0.9400049,0.792768,71.83863,0.9047911
60,6,shuffle,-1,0.038737733,0.087857164,0.9806314,71.902725,0.0018940966
61,6,unrelated,17,0.91863,2.0834525,0.5406853,71.976746,2.0900462
62,6,unrelated_token,17,0.64235413,1.4568589,0.6788233,71.96482,1.4594191
63,7,orig,-1,0.120154634,0.27251065,0.93992305,71.77696,0.0
64,7,paraphrase,-1,0.1826727,0.4143016,0.9086641,71.67127,0.06131328
65,7,translate,-1,0.13796072,0.31289485,0.9310199,71.73214,0.01288602
66,7,polarity,-1,0.13948731,0.31635717,0.9302567,71.78473,0.019740747
67,7,vocab,-1,0.35880524,0.8137701,0.8205977,71.67989,0.44060093
68,7,cat,-1,0.27818516,0.6309238,0.860908,71.657585,0.34941787
69,7,shuffle,-1,0.15961942,0.36201677,0.9201904,71.74667,0.055845734
70,7,unrelated,216,0.7974326,1.8085768,0.60128385,71.79958,1.6224997
71,7,unrelated_token,216,0.73868966,1.6753478,0.6306554,71.74488,1.5015348
72,8,orig,-1,0.14338093,0.32518786,0.9283099,71.897255,0.0
73,8,paraphrase,-1,0.16361871,0.37108716,0.918191,71.87022,0.030038917
74,8,translate,-1,0.20332515,0.46114135,0.8983379,71.84236,0.08882634
75,8,polarity,-1,0.15425667,0.34985405,0.9228725,71.90409,0.014818112
76,8,vocab,-1,0.37344986,0.84698415,0.81327534,71.60917,0.49648666
77,8,cat,-1,0.4453532,1.0100609,0.77732396,71.71897,0.6892325
78,8,shuffle,-1,0.14391586,0.3264011,0.92804265,71.92741,0.01946471
79,8,unrelated,205,0.8632657,1.9578862,0.5683677,72.06229,1.6482829
80,8,unrelated_token,205,0.868976,1.9708371,0.56551254,72.119125,1.6311615
81,9,orig,-1,0.07577225,0.17185143,0.96211404,71.73064,0.0
82,9,paraphrase,-1,0.08185737,0.18565248,0.9590717,71.70026,0.014352686
83,9,translate,-1,0.090077765,0.20429634,0.9549613,71.73475,0.024420995
84,9,polarity,-1,0.08722638,0.1978294,0.9563869,71.656876,0.025886027
85,9,vocab,-1,0.22732656,0.51557654,0.8863368,71.59784,0.38790804
86,9,cat,-1,0.22549549,0.51142365,0.8872523,71.610054,0.29489297
87,9,shuffle,-1,0.08225059,0.1865443,0.9588747,71.7214,0.025009783
88,9,unrelated,68,0.68489283,1.5533366,0.6575535,71.98121,1.5282401
89,9,unrelated_token,68,0.6096719,1.3827356,0.69516426,71.80143,1.3611743
90,10,orig,-1,0.21642399,0.4908495,0.8917883,71.75019,0.0
91,10,paraphrase,-1,0.22560301,0.51166755,0.8871988,71.75921,0.054474853
92,10,translate,-1,0.23373134,0.5301026,0.8831347,71.78218,0.034136787
93,10,polarity,-1,0.2570935,0.5830879,0.8714536,71.73316,0.043183386
94,10,vocab,-1,0.36040905,0.81740755,0.8197959,71.626335,0.2867505
95,10,cat,-1,0.3521701,0.7987217,0.82391524,71.620056,0.24471861
96,10,shuffle,-1,0.21981482,0.49853992,0.8900931,71.72924,0.0072390256
97,10,unrelated,26,0.81284094,1.8435229,0.5935803,71.79431,1.3831388
98,10,unrelated_token,26,0.6863115,1.5565542,0.6568447,71.74284,1.1427697
99,11,orig,-1,0.06914449,0.15681967,0.96542823,72.16564,0.0
100,11,paraphrase,-1,0.0722307,0.1638192,0.9638851,72.12085,0.012575064
101,11,translate,-1,0.07112377,0.16130868,0.96443844,72.15282,0.00891513
102,11,polarity,-1,0.06996807,0.15868755,0.96501625,72.19498,0.0053435056
103,11,vocab,-1,0.12927987,0.2932067,0.93536043,71.969086,0.13405874
104,11,cat,-1,0.33470216,0.7591044,0.83264935,71.91409,0.6855814
105,11,shuffle,-1,0.0694761,0.15757176,0.96526223,72.16074,0.0016207476
106,11,unrelated,67,0.7421645,1.6832287,0.62891835,71.89286,1.6614261
107,11,unrelated_token,67,0.5796568,1.3146613,0.7101722,71.99618,1.2652328
108,12,orig,-1,0.072305664,0.16398922,0.96384746,72.107155,0.0
109,12,paraphrase,-1,0.079094246,0.17938572,0.96045315,72.11396,0.007729745
110,12,translate,-1,0.078977205,0.17912027,0.96051186,72.09663,0.00893123
111,12,polarity,-1,0.07789279,0.1766608,0.96105415,72.11067,0.009296036
112,12,vocab,-1,0.10032846,0.2275449,0.94983596,72.042946,0.09795542
113,12,cat,-1,0.52822524,1.1980146,0.7358876,71.88675,1.0104184
114,12,shuffle,-1,0.083123066,0.18852307,0.95843893,72.10059,0.012998376
115,12,unrelated,59,0.83243096,1.887953,0.58378494,71.890396,1.7704196
116,12,unrelated_token,59,0.76975554,1.7458053,0.6151227,71.82986,1.6139494
117,13,orig,-1,0.100085035,0.22699282,0.94995785,71.87004,0.0
118,13,paraphrase,-1,0.108412206,0.24587883,0.945794,71.855316,0.00589926
119,13,translate,-1,0.10829065,0.24560314,0.94585466,71.82371,0.0092077805
120,13,polarity,-1,0.10340037,0.234512,0.94829994,71.84275,0.003325048
121,13,vocab,-1,0.13146345,0.29815906,0.93426836,71.753876,0.06976029
122,13,cat,-1,0.3575887,0.811011,0.8212058,71.60266,0.5521494
123,13,shuffle,-1,0.09950801,0.22568412,0.95024604,71.85581,0.01911025
124,13,unrelated,206,0.7647203,1.7343854,0.6176401,71.896614,1.4854529
125,13,unrelated_token,206,0.6658938,1.5102469,0.66705304,71.94721,1.2671194
126,14,orig,-1,0.04762072,0.10800377,0.97619003,71.94488,0.0
127,14,paraphrase,-1,0.048227005,0.10937882,0.97588676,71.930405,0.0051418478
128,14,translate,-1,0.04693625,0.1064514,0.97653216,71.946014,0.009784933
129,14,polarity,-1,0.048588105,0.1101978,0.97570634,71.970505,0.00679409
130,14,vocab,-1,0.05535736,0.12555046,0.9723219,71.95971,0.057867065
131,14,cat,-1,0.38691983,0.877534,0.80654037,71.96489,0.84777325
132,14,shuffle,-1,0.049156122,0.11148606,0.97542244,71.98392,0.010927244
133,14,unrelated,168,0.8194578,1.85853,0.5902714,71.772156,1.8487265
134,14,unrelated_token,168,0.8059907,1.8279866,0.59700495,71.66225,1.8606617
135,15,orig,-1,0.063185856,0.1433055,0.9684071,71.99381,0.0
136,15,paraphrase,-1,0.07976728,0.18091215,0.9601164,71.96547,0.014729806
137,15,translate,-1,0.08065607,0.18292792,0.9596721,71.96701,0.017747944
138,15,polarity,-1,0.0676761,0.15348935,0.9661621,71.99142,0.007195075
139,15,vocab,-1,0.12436668,0.28206357,0.93781686,71.89405,0.18916157
140,15,cat,-1,0.5413528,1.227788,0.72932374,71.848076,1.0924587
141,15,shuffle,-1,0.06799431,0.15421107,0.96600294,71.96715,0.013636634
142,15,unrelated,186,0.8885361,2.0151994,0.5557322,72.017456,1.9347832
143,15,unrelated_token,186,0.7224107,1.6384271,0.6387949,71.84198,1.561084
144,16,orig,-1,0.10789917,0.24471526,0.946051,72.08029,0.0
145,16,paraphrase,-1,0.106559,0.24167576,0.94672096,72.05573,0.047898833
146,16,translate,-1,0.11017181,0.24986961,0.94491434,72.06077,0.027664607
147,16,polarity,-1,0.120283306,0.27280247,0.939859,72.079445,0.016181592
148,16,vocab,-1,0.13624021,0.30899274,0.9318803,72.0854,0.12457718
149,16,cat,-1,0.27569145,0.6252681,0.8621547,71.886215,0.46854958
150,16,shuffle,-1,0.12808113,0.29048795,0.9359599,72.0355,0.020182304
151,16,unrelated,247,0.82901037,1.8801951,0.5854952,71.77908,1.7741481
152,16,unrelated_token,247,0.71064645,1.6117458,0.64467704,71.77117,1.4445724
153,17,orig,-1,0.07058843,0.16009453,0.9647062,71.976746,0.0
154,17,paraphrase,-1,0.06745962,0.15299839,0.9662707,71.96532,0.0075125378
155,17,translate,-1,0.07422724,0.16834736,0.9628868,71.98445,0.009830383
156,17,polarity,-1,0.0787334,0.17856732,0.9606338,71.98639,0.012160349
157,17,vocab,-1,0.10747107,0.24374434,0.946265,71.90018,0.094885014
158,17,cat,-1,0.6151167,1.3950844,0.6924421,71.90331,1.244225
159,17,shuffle,-1,0.07925122,0.17974174,0.96037495,71.948006,0.016594056
160,17,unrelated,105,0.8237688,1.8683072,0.58811617,71.827545,1.7777959
161,17,unrelated_token,105,0.68575704,1.5552967,0.65712196,71.75246,1.4650403
162,18,orig,-1,0.042752415,0.09696246,0.9786239,72.11403,0.0
163,18,paraphrase,-1,0.04563956,0.1035105,0.97718036,72.0937,0.005304514
164,18,translate,-1,0.048407212,0.10978754,0.9757965,72.082855,0.019945897
165,18,polarity,-1,0.048688877,0.11042635,0.9756557,72.10863,0.00757045
166,18,vocab,-1,0.0752009,0.1705556,0.96239966,72.05117,0.07297759
167,18,cat,-1,0.39785674,0.9023389,0.80107176,72.143105,0.86724836
168,18,shuffle,-1,0.051227164,0.116183184,0.9743866,72.1219,0.014005833
169,18,unrelated,215,0.7395156,1.6772211,0.63024247,71.944916,1.6437368
170,18,unrelated_token,215,0.669611,1.5186774,0.66519475,71.97469,1.4671593
171,19,orig,-1,0.108336166,0.24570638,0.9458324,71.967384,0.0
172,19,paraphrase,-1,0.12935278,0.29337204,0.9353239,71.93535,0.02170854
173,19,translate,-1,0.14053045,0.318723,0.929735,71.94064,0.030791953
174,19,polarity,-1,0.11780296,0.26717708,0.9410989,71.93699,0.011043493
175,19,vocab,-1,0.40420064,0.9167269,0.79789984,71.69685,0.61397177
176,19,cat,-1,0.29940525,0.679051,0.8502978,71.67469,0.3824859
177,19,shuffle,-1,0.11994304,0.27203077,0.9400287,71.99823,0.013554475
178,19,unrelated,240,0.7762367,1.7605045,0.611882,71.9097,1.63957
179,19,unrelated_token,240,0.6846412,1.5527658,0.6576797,71.824295,1.3625215
180,20,orig,-1,0.17996868,0.4081689,0.9100161,72.194,0.0
181,20,paraphrase,-1,0.18309796,0.4152661,0.90845156,72.13448,0.01948441
182,20,translate,-1,0.17700455,0.40144622,0.9114982,72.17628,0.017955068
183,20,polarity,-1,0.18624195,0.42239666,0.90687937,72.1283,0.0155781135
184,20,vocab,-1,0.7893346,1.7902105,0.6053332,71.476364,1.4845926
185,20,cat,-1,0.7548751,1.7120564,0.6225628,71.67411,1.3882047
186,20,shuffle,-1,0.18071745,0.4098671,0.9096416,72.1693,0.0026493282
187,20,unrelated,58,1.2361273,2.8035362,0.3819368,71.920296,2.5884616
188,20,unrelated_token,58,1.0935853,2.4802508,0.45320785,71.860245,2.2303762
189,21,orig,-1,0.14821242,0.3361457,0.92589396,71.79754,0.0
190,21,paraphrase,-1,0.15143946,0.3434646,0.92428046,71.77256,0.011451099
191,21,translate,-1,0.15438904,0.35015428,0.9228058,71.77474,0.01275239
192,21,polarity,-1,0.15245736,0.34577322,0.92377174,71.8145,0.004455653
193,21,vocab,-1,0.24545202,0.5566851,0.87727433,71.74009,0.28102213
194,21,cat,-1,0.42055407,0.9538165,0.78972304,71.77378,0.79102135
195,21,shuffle,-1,0.15392616,0.34910446,0.923037,71.80006,0.022538183
196,21,unrelated,251,0.65978426,1.4963905,0.670108,71.89273,1.2713006
197,21,unrelated_token,251,0.5867993,1.3308606,0.70660037,71.7806,1.1188203
198,22,orig,-1,0.076655924,0.1738556,0.96167225,72.07329,0.0
199,22,paraphrase,-1,0.07554033,0.17132543,0.96223,72.0565,0.0075462447
200,22,translate,-1,0.09534991,0.21625355,0.9523252,72.05698,0.028197737
201,22,polarity,-1,0.07716061,0.17500024,0.96141994,72.07551,0.006579309
202,22,vocab,-1,0.13067473,0.29637024,0.9346627,71.84017,0.15354015
203,22,cat,-1,0.29590535,0.6711132,0.8520475,72.05916,0.4742808
204,22,shuffle,-1,0.0854014,0.19369034,0.95729953,72.039276,0.026362803
205,22,unrelated,130,0.830095,1.882655,0.5849526,71.99268,1.8021278
206,22,unrelated_token,130,0.76537985,1.7358812,0.61731005,71.92139,1.6680444
207,23,orig,-1,0.17621331,0.3996517,0.91189384,71.88428,0.0
208,23,paraphrase,-1,0.19155535,0.43444744,0.9042228,71.84058,0.04589186
209,23,translate,-1,0.19749448,0.44791737,0.90125316,71.914314,0.06164575
210,23,polarity,-1,0.18691118,0.42391446,0.9065449,71.91467,0.024191251
211,23,vocab,-1,0.2650363,0.60110223,0.8674822,71.81854,0.23235026
212,23,cat,-1,0.5011479,1.1366032,0.7494264,71.73565,0.90661395
213,23,shuffle,-1,0.2116977,0.48013029,0.89415133,71.867226,0.054618593
214,23,unrelated,112,0.8332492,1.8898089,0.58337563,71.86492,1.7046647
215,23,unrelated_token,112,0.6090969,1.3814315,0.6954519,71.695625,1.1858629
216,24,orig,-1,0.06636615,0.1505184,0.9668173,72.11938,0.0
217,24,paraphrase,-1,0.06852752,0.15542038,0.9657367,72.0939,0.0070205512
218,24,translate,-1,0.07206216,0.16343693,0.9639693,72.10324,0.010900065
219,24,polarity,-1,0.06812606,0.15450987,0.9659374,72.12253,0.0064585777
220,24,vocab,-1,0.11024368,0.2500326,0.94487864,72.000275,0.10074899
221,24,cat,-1,0.5494606,1.2461764,0.7252702,72.06179,1.1002079
222,24,shuffle,-1,0.06898022,0.1564471,0.9655103,72.11561,0.0032921273
223,24,unrelated,84,0.8153755,1.8492713,0.5923127,72.13656,1.7166239
224,24,unrelated_token,84,0.6008998,1.3628405,0.69955045,72.22016,1.2412511
225,25,orig,-1,0.123545155,0.28020036,0.9382277,72.055214,0.0
226,25,paraphrase,-1,0.13211155,0.29962894,0.93394446,72.01181,0.013966823
227,25,translate,-1,0.1326867,0.3009334,0.9336568,72.00132,0.021384094
228,25,polarity,-1,0.12973683,0.29424307,0.9351317,72.01947,0.010830433
229,25,vocab,-1,0.20804827,0.47185338,0.8959758,71.824554,0.20954302
230,25,cat,-1,0.39056057,0.8857912,0.8047198,71.83415,0.6111068
231,25,shuffle,-1,0.13947737,0.3163346,0.9302615,71.99124,0.04150717
232,25,unrelated,147,0.8305625,1.8837153,0.58471906,72.01205,1.7003186
233,25,unrelated_token,147,0.7638732,1.7324641,0.61806375,71.95258,1.5476718
234,26,orig,-1,0.07533764,0.17086573,0.96233165,71.79431,0.0
235,26,paraphrase,-1,0.07843537,0.17789139,0.96078265,71.78272,0.008686608
236,26,translate,-1,0.079039454,0.17926145,0.9604804,71.77399,0.007443997
237,26,polarity,-1,0.07737213,0.17547995,0.9613143,71.78154,0.0050371783
238,26,vocab,-1,0.09512915,0.21575287,0.95243585,71.744064,0.059756868
239,26,cat,-1,0.36653635,0.83130425,0.8167321,71.826324,0.6820563
240,26,shuffle,-1,0.07611431,0.17262723,0.9619428,71.78645,0.0022147503
241,26,unrelated,36,0.64982873,1.4738113,0.67508584,72.071815,1.3794096
242,26,unrelated_token,36,0.6154711,1.3958882,0.6922646,72.168755,1.270009
243,27,orig,-1,0.1443216,0.32732135,0.9278394,72.02855,0.0
244,27,paraphrase,-1,0.1488637,0.33762282,0.9255686,72.01272,0.008932717
245,27,translate,-1,0.15612453,0.35409036,0.9219381,71.99608,0.012417625
246,27,polarity,-1,0.14532757,0.32960287,0.9273365,72.009895,0.014535549
247,27,vocab,-1,0.39112493,0.8870712,0.804438,71.60643,0.8488702
248,27,cat,-1,0.5194017,1.1780028,0.74029964,72.00163,1.0342515
249,27,shuffle,-1,0.15438315,0.35014093,0.92280877,71.9946,0.018155891
250,27,unrelated,18,1.02239,2.3187802,0.48880544,72.11403,2.355082
251,27,unrelated_token,18,0.92879474,2.106506,0.535603,71.98256,2.1505578
252,28,orig,-1,0.07052422,0.1599489,0.96473813,71.86037,0.0
253,28,paraphrase,-1,0.071202,0.1614861,0.9643993,71.81578,0.009449158
254,28,translate,-1,0.07267668,0.16483068,0.9636617,71.836365,0.01942292
255,28,polarity,-1,0.07463692,0.1692765,0.9626819,71.84282,0.003438988
256,28,vocab,-1,0.15186119,0.34442112,0.9240698,71.69998,0.17027587
257,28,cat,-1,0.409439,0.92860746,0.79528064,71.58809,0.8414765
258,28,shuffle,-1,0.09032007,0.20484589,0.9548402,71.77071,0.041016106
259,28,unrelated,194,0.7932667,1.7991285,0.6033669,71.95903,1.8240536
260,28,unrelated_token,194,0.52081484,1.1812078,0.73959297,72.14354,1.1308138
261,29,orig,-1,0.06404226,0.14524782,0.9679793,71.80476,0.0
262,29,paraphrase,-1,0.06846223,0.1552723,0.9657693,71.80107,0.0124005815
263,29,translate,-1,0.0774202,0.17558898,0.96129036,71.76986,0.015263769
264,29,polarity,-1,0.068394616,0.15511896,0.965803,71.80893,0.0053109955
265,29,vocab,-1,0.1723887,0.3909775,0.9138059,71.79725,0.22851633
266,29,cat,-1,0.30729294,0.69694024,0.8463538,71.741356,0.5486912
267,29,shuffle,-1,0.08226348,0.18657354,0.9588687,71.750725,0.03563117
268,29,unrelated,132,0.7659075,1.737078,0.6170466,71.76625,1.6050782
269,29,unrelated_token,132,0.70374244,1.5960876,0.6481294,71.665054,1.4451734
270,30,orig,-1,0.09839673,0.22316375,0.95080215,71.994965,0.0
271,30,paraphrase,-1,0.098291375,0.2229248,0.95085484,71.938095,0.016400062
272,30,translate,-1,0.11006449,0.24962622,0.9449683,71.9244,0.023447718
273,30,polarity,-1,0.10871965,0.24657612,0.9456407,71.98075,0.0072855423
274,30,vocab,-1,0.29110363,0.6602229,0.8544485,71.627716,0.43261498
275,30,cat,-1,0.46267337,1.049343,0.76866376,71.540245,0.74191386
276,30,shuffle,-1,0.10457796,0.23718277,0.9477116,71.98361,0.0047213132
277,30,unrelated,134,0.82402295,1.8688837,0.58798885,71.88705,1.706684
278,30,unrelated_token,134,0.82428235,1.869472,0.5878593,71.731476,1.6957966
279,31,orig,-1,0.23137479,0.5247579,0.8843126,71.7656,0.0
280,31,paraphrase,-1,0.24171834,0.54821706,0.8791408,71.76019,0.014213596
281,31,translate,-1,0.24963494,0.56617194,0.8751826,71.80229,0.02193587
282,31,polarity,-1,0.21765395,0.49363905,0.8911733,71.73778,0.00975234
283,31,vocab,-1,0.28736585,0.6517456,0.8563174,71.6613,0.10323055
284,31,cat,-1,0.54043424,1.2257047,0.72978294,71.6552,0.7805235
285,31,shuffle,-1,0.20924976,0.47457838,0.89537495,71.80394,0.23881721
286,31,unrelated,97,0.81654227,1.8519175,0.5917289,71.959984,1.5635803
287,31,unrelated_token,97,0.7622907,1.728875,0.6188548,71.824295,1.4318295
288,32,orig,-1,0.060578786,0.13739266,0.9697112,71.94582,0.0
289,32,paraphrase,-1,0.060012437,0.13610817,0.9699945,71.90412,0.00963545
290,32,translate,-1,0.062828854,0.14249581,0.9685862,71.885826,0.018060185
291,32,polarity,-1,0.06596539,0.14960948,0.96701807,71.94251,0.0061893077
292,32,vocab,-1,0.120580815,0.27347723,0.93970984,71.689384,0.22935021
293,32,cat,-1,0.40683404,0.9226994,0.79658365,71.837616,0.84873205
294,32,shuffle,-1,0.08003833,0.1815269,0.9599816,71.94687,0.024110682
295,32,unrelated,87,0.90379107,2.0497978,0.548105,72.025185,2.0601256
296,32,unrelated_token,87,0.80403316,1.8235469,0.597984,71.65519,1.8354895
297,33,orig,-1,0.0741358,0.16813996,0.96293247,72.34647,0.0
298,33,paraphrase,-1,0.08004443,0.18154074,0.9599782,72.297554,0.013295686
299,33,translate,-1,0.07850279,0.17804429,0.9607487,72.32271,0.011575608
300,33,polarity,-1,0.07812108,0.17717858,0.96093976,72.34426,0.0028858946
301,33,vocab,-1,0.11091089,0.25154585,0.9445448,72.28839,0.076745905
302,33,cat,-1,0.6215667,1.409713,0.6892172,72.02848,1.2673805
303,33,shuffle,-1,0.07467883,0.16937156,0.9626609,72.33938,0.0020271703
304,33,unrelated,131,0.9767087,2.215175,0.51164603,72.123344,2.1290143
305,33,unrelated_token,131,0.8360149,1.8960814,0.58199275,71.85429,1.820784
306,34,orig,-1,0.24346355,0.5521752,0.8782685,71.61743,0.0
307,34,paraphrase,-1,0.23766156,0.5390163,0.88116956,71.604645,0.050673857
308,34,translate,-1,0.25666255,0.5821105,0.871669,71.583626,0.013920596
309,34,polarity,-1,0.24458405,0.5547165,0.8777083,71.59425,0.009860193
310,34,vocab,-1,0.3239731,0.73477083,0.8380137,71.71062,0.24710058
311,34,cat,-1,0.3725719,0.8449929,0.8137143,71.571434,0.46006578
312,34,shuffle,-1,0.23902926,0.54211825,0.88048595,71.608696,0.0030461312
313,34,unrelated,24,0.8408901,1.9071383,0.5795552,72.11938,1.4827688
314,34,unrelated_token,24,0.8818196,1.9999665,0.5590904,72.34816,1.5680866
315,35,orig,-1,0.04505344,0.10218118,0.97747356,71.91608,0.0
316,35,paraphrase,-1,0.05108137,0.11585253,0.9744596,71.90438,0.011809806
317,35,translate,-1,0.047249828,0.10716259,0.9763754,71.901344,0.010275267
318,35,polarity,-1,0.0470607,0.10673364,0.9764699,71.91471,0.004305455
319,35,vocab,-1,0.14160109,0.3211512,0.9291999,71.92753,0.226117
320,35,cat,-1,0.27989525,0.6348023,0.86005265,71.93457,0.5808212
321,35,shuffle,-1,0.057842422,0.13118659,0.9710793,71.96504,0.02941508
322,35,unrelated,170,0.78766906,1.7864331,0.6061659,72.024605,1.8243304
323,35,unrelated_token,170,0.73813546,1.6740909,0.63093275,72.03693,1.700193
324,36,orig,-1,0.07794616,0.17678186,0.96102715,72.071815,0.0
325,36,paraphrase,-1,0.091557406,0.20765215,0.9542216,72.06938,0.020818124
326,36,translate,-1,0.080561124,0.1827126,0.9597198,72.05651,0.010800836
327,36,polarity,-1,0.07919486,0.1796139,0.9604029,72.07464,0.0041986695
328,36,vocab,-1,0.15102775,0.34253088,0.92448646,71.94336,0.16781132
329,36,cat,-1,0.38420475,0.8713762,0.80789787,72.03134,0.7526625
330,36,shuffle,-1,0.096055456,0.21785372,0.9519727,72.080414,0.056201916
331,36,unrelated,122,0.7506462,1.7024652,0.6246772,71.92981,1.5752519
332,36,unrelated_token,122,0.4627737,1.0495706,0.76861334,72.07489,0.91618377
333,37,orig,-1,0.04890524,0.11091706,0.9755476,72.046425,0.0
334,37,paraphrase,-1,0.056686737,0.12856549,0.9716571,72.04132,0.012869522
335,37,translate,-1,0.05123649,0.116204344,0.9743823,72.04605,0.009088671
336,37,polarity,-1,0.047950473,0.10875165,0.9760252,72.06369,0.0029161328
337,37,vocab,-1,0.13298087,0.30160055,0.93350995,71.942215,0.19248955
338,37,cat,-1,0.43193045,0.9796181,0.78403515,71.941895,0.8838244
339,37,shuffle,-1,0.050848275,0.115323864,0.9745761,72.03338,0.012839471
340,37,unrelated,113,0.89733267,2.03515,0.5513342,71.679375,1.9676698
341,37,unrelated_token,113,0.75305784,1.7079349,0.6234713,71.85219,1.6065857
342,38,orig,-1,0.14359024,0.3256626,0.92820525,71.87713,0.0
343,38,paraphrase,-1,0.14359915,0.32568282,0.9282007,71.88148,0.027171323
344,38,translate,-1,0.14142498,0.3207518,0.9292877,71.87242,0.009649752
345,38,polarity,-1,0.14997509,0.34014344,0.9250128,71.89506,0.010566841
346,38,vocab,-1,0.25297627,0.5737501,0.8735123,71.735176,0.34768862
347,38,cat,-1,0.32874542,0.7455945,0.8356275,71.86888,0.51288384
