vid,idx,kind,claim_id,mse_nrm,L_h,cos,r_norm,dist_to_orig,dL_h,L_o,dL_o,sim_to_orig,lex,dist
30,1,shuffle,-1,0.11067629,0.2510138,0.9446622,71.86558,0.033023108,0.04890479,0.08947940915822983,0.009718813002109528,0.8345771144278606,0.16542288557213936,0.033023108
31,1,unrelated,90,0.81696147,1.8528682,0.5915197,72.073296,1.698838,1.6507592,9.759678840637207,9.679918244481087,0.24808033077377437,0.7519196692262257,1.698838
41,2,paraphrase,-1,0.090868145,0.20608892,0.9545661,72.00075,0.0004543447,-0.00060246885,0.03821835666894913,0.00019171461462974548,0.9790842283776144,0.02091577162238556,0.0004543447
42,2,translate,-1,0.09781072,0.22183467,0.951095,71.98523,0.010899959,0.01514329,0.04469793662428856,0.006671294569969177,0.6637362637362637,0.3362637362637363,0.010899959
43,2,polarity,-1,0.09054358,0.20535281,0.9547288,72.011086,0.0016613752,-0.0013385713,0.0352896973490715,-0.002736944705247879,0.9821029082774049,0.017897091722595126,0.0016613752
44,2,vocab,-1,0.09522092,0.21596101,0.95238996,72.01433,0.0036771267,0.009269625,0.03091087006032467,-0.007115771993994713,0.9801699716713881,0.019830028328611915,0.0036771267
45,2,cat,4,0.4036902,0.9155692,0.7981551,71.852135,0.7111754,0.7088778,4.447850227355957,4.409823585301638,0.9886234357224118,0.011376564277588153,0.7111754
46,2,shuffle,-1,0.090898596,0.20615797,0.95455086,72.02547,0.015996065,-0.00053341687,0.034560732543468475,-0.0034659095108509064,0.8070374574347332,0.1929625425652668,0.015996065
47,2,unrelated,188,0.962139,2.1821308,0.51893085,72.128876,2.1075773,1.9754394,9.06311321258545,9.02508657053113,0.2602100350058343,0.7397899649941657,2.1075773
57,3,paraphrase,-1,0.12718494,0.2884554,0.93640774,72.01613,0.00062307605,0.006660104,0.07574902474880219,0.004034094512462616,0.9765319426336375,0.023468057366362483,0.00062307605
58,3,translate,-1,0.11527421,0.26144186,0.94236344,72.05435,0.022587681,-0.020353436,0.06258904188871384,-0.009125888347625732,0.5599513085818625,0.4400486914181375,0.022587681
59,3,polarity,-1,0.11718769,0.26578164,0.9414065,72.019165,0.0035874106,-0.016013652,0.06528205424547195,-0.006432875990867615,0.9783989834815756,0.021601016518424387,0.0035874106
60,3,vocab,-1,0.12275735,0.27841362,0.9386218,72.020096,0.0021505556,-0.0033816695,0.06905143707990646,-0.0026634931564331055,0.971986970684039,0.028013029315960947,0.0021505556
61,3,cat,3,0.4540941,1.0298853,0.77295315,71.95811,0.8851625,0.74809,9.190564155578613,9.118849225342274,0.9824333116460637,0.017566688353936266,0.8851625
62,3,shuffle,-1,0.11418985,0.25898254,0.9429056,71.99539,0.016835475,-0.022812754,0.05754031240940094,-0.01417461782693863,0.7671410090556274,0.23285899094437257,0.016835475
63,3,unrelated,254,0.8421501,1.909996,0.5789253,71.91779,1.9179415,1.6282008,6.052724838256836,5.981009908020496,0.24634146341463414,0.7536585365853659,1.9179415
73,4,paraphrase,-1,0.10010239,0.22703217,0.9499494,71.956726,0.00043300798,-0.002873376,0.006323802284896374,-0.0001380331814289093,0.9734299516908212,0.02657004830917875,0.00043300798
74,4,translate,-1,0.099894255,0.22656013,0.9500532,71.942566,0.009222538,-0.003345415,0.003598904935643077,-0.002862930530682206,0.6401384083044983,0.3598615916955017,0.009222538
75,4,polarity,-1,0.1004956,0.22792397,0.94975257,71.95076,0.0013129902,-0.0019815713,0.004809846170246601,-0.001651989296078682,0.979253112033195,0.020746887966805017,0.0013129902
76,4,vocab,-1,0.09927496,0.22515558,0.9503628,71.95253,0.0021698638,-0.0047499686,0.004674849100410938,-0.0017869863659143448,0.9837054918527459,0.016294508147254083,0.0021698638
77,4,cat,2,0.22312383,0.50604475,0.8884383,71.94781,0.33472627,0.2761392,5.724484920501709,5.718023085035384,0.9951807228915662,0.004819277108433773,0.33472627
78,4,shuffle,-1,0.10182397,0.23093672,0.9490885,71.915504,0.030267097,0.0010311753,0.003735867328941822,-0.002725968137383461,0.6542168674698795,0.3457831325301205,0.030267097
79,4,unrelated,81,0.9442803,2.1416273,0.52786005,71.91441,2.1600635,1.9117217,13.006409645080566,12.999947809614241,0.28002343292325715,0.7199765670767428,2.1600635
89,5,paraphrase,-1,0.16160099,0.366511,0.9191997,71.87725,0.0006069684,-0.00311172,0.027440829202532768,0.0005079377442598343,0.9707865168539326,0.02921348314606742,0.0006069684
90,5,translate,-1,0.16425452,0.37252918,0.9178729,71.87313,0.015286616,0.0029064715,0.02478114888072014,-0.0021517425775527954,0.6505636070853462,0.3494363929146538,0.015286616
91,5,polarity,-1,0.16299357,0.36966935,0.91850346,71.88262,0.0033143812,4.6640635e-05,0.031167320907115936,0.004234429448843002,0.973032471106219,0.026967528893780957,0.0033143812
92,5,vocab,-1,0.16704617,0.37886065,0.9164771,71.873886,0.0041488567,0.009237945,0.024746427312493324,-0.0021864641457796097,0.9791783905458639,0.020821609454136136,0.0041488567
93,5,cat,5,0.44136995,1.0010269,0.77931523,71.7313,0.79944575,0.63140416,1.9694342613220215,1.9425013698637486,0.9684813753581661,0.03151862464183386,0.79944575
94,5,shuffle,-1,0.16359231,0.3710273,0.9182039,71.88982,0.0027151927,0.0014045835,0.02886851690709591,0.0019356254488229752,0.8123595505617978,0.18764044943820224,0.0027151927
95,5,unrelated,55,0.86478364,1.9613289,0.56760854,71.98773,1.8352954,1.5917062,5.903712272644043,5.87677938118577,0.2232192933258553,0.7767807066741447,1.8352954
105,6,paraphrase,-1,0.037557393,0.08518015,0.98122156,71.92133,0.0003688035,-0.0013227314,0.0025514576118439436,-6.93413894623518e-05,0.9546991210277215,0.045300878972278524,0.0003688035
106,6,translate,-1,0.039448567,0.08946933,0.980276,71.91384,0.004564848,0.0029664487,0.0050736782141029835,0.002452879212796688,0.6008911521323997,0.39910884786760026,0.004564848
107,6,polarity,-1,0.040168647,0.09110247,0.9799159,71.930626,0.0024651228,0.0045995936,0.0026507836300879717,2.9984628781676292e-05,0.9813333333333333,0.01866666666666672,0.0024651228
108,6,vocab,-1,0.041896,0.09502011,0.97905236,71.938614,0.0028453695,0.008517228,0.005365757737308741,0.0027449587360024452,0.9666893269884432,0.03331067301155677,0.0028453695
109,6,cat,4,0.41446432,0.9400049,0.792768,71.83863,0.9047911,0.85350204,3.757796287536621,3.755175488535315,0.9780521262002744,0.021947873799725626,0.9047911
110,6,shuffle,-1,0.038737733,0.087857164,0.9806314,71.902725,0.0018940966,0.0013542846,0.002683045109733939,6.224610842764378e-05,0.8127544097693351,0.1872455902306649,0.0018940966
111,6,unrelated,17,0.91863,2.0834525,0.5406853,71.976746,2.0900462,1.9969496,7.208739757537842,7.2061189585365355,0.20884520884520885,0.7911547911547911,2.0900462
121,7,paraphrase,-1,0.12907222,0.29273573,0.9354641,71.75626,0.0022671137,0.020225078,0.08007986843585968,-0.01408349722623825,0.9678800856531049,0.032119914346895095,0.0022671137
122,7,translate,-1,0.13796072,0.31289485,0.9310199,71.73214,0.01288602,0.040384203,0.0993679016828537,0.005204536020755768,0.6373082632360217,0.36269173676397826,0.01288602
123,7,polarity,-1,0.13032669,0.29558086,0.9348372,71.77019,0.005094665,0.023070216,0.08238865435123444,-0.011774711310863495,0.9784096893101633,0.021590310689836745,0.005094665
124,7,vocab,-1,0.12116275,0.27479705,0.93941903,71.78094,0.0034162165,0.0022864044,0.06333812326192856,-0.030825242400169373,0.9639978506179473,0.036002149382052706,0.0034162165
125,7,cat,3,0.27818516,0.6309238,0.860908,71.657585,0.34941787,0.35841316,0.1769508719444275,0.08278750628232956,0.9886792452830189,0.01132075471698113,0.34941787
126,7,shuffle,-1,0.15961942,0.36201677,0.9201904,71.74667,0.055845734,0.08950612,0.07845132797956467,-0.015712037682533264,0.6233905579399142,0.37660944206008584,0.055845734
127,7,unrelated,216,0.7974326,1.8085768,0.60128385,71.79958,1.6224997,1.5360662,0.3567133843898773,0.2625500187277794,0.2920203735144312,0.7079796264855688,1.6224997
137,8,paraphrase,-1,0.14327672,0.32495153,0.92836213,71.90286,0.0007834503,-0.00023633242,0.00102359673473984,9.487848728895187e-06,0.9706093189964158,0.029390681003584218,0.0007834503
138,8,translate,-1,0.20332515,0.46114135,0.8983379,71.84236,0.08882634,0.13595349,0.006111980881541967,0.0050978719955310225,0.5798263193052772,0.42017368069472283,0.08882634
139,8,polarity,-1,0.14807114,0.3358253,0.92596483,71.895966,0.006495297,0.010637432,0.0013022345956414938,0.00028812570963054895,0.9747899159663865,0.025210084033613467,0.006495297
140,8,vocab,-1,0.14660469,0.33249936,0.9266982,71.88002,0.006137294,0.007311493,0.0012178526958450675,0.00020374380983412266,0.9656160458452722,0.034383954154727836,0.006137294
141,8,cat,4,0.4453532,1.0100609,0.77732396,71.71897,0.6892325,0.68487304,1.9681435823440552,1.9671294734580442,0.9828326180257511,0.01716738197424894,0.6892325
142,8,shuffle,-1,0.14391586,0.3264011,0.92804265,71.92741,0.01946471,0.0012132525,0.0012066714698448777,0.00019256258383393288,0.8054363376251789,0.19456366237482114,0.01946471
143,8,unrelated,205,0.8632657,1.9578862,0.5683677,72.06229,1.6482829,1.6326983,10.501493453979492,10.500479345093481,0.1964956195244055,0.8035043804755945,1.6482829
153,9,paraphrase,-1,0.0755327,0.17130813,0.9622339,71.73007,0.00037308768,-0.00054329634,0.012252166867256165,7.746554911136627e-05,0.9688947716743879,0.031105228325612133,0.00037308768
154,9,translate,-1,0.090077765,0.20429634,0.9549613,71.73475,0.024420995,0.03244491,0.0260385200381279,0.013863818719983101,0.5845588235294118,0.4154411764705882,0.024420995
155,9,polarity,-1,0.081857674,0.18565316,0.95907116,71.68915,0.011863306,0.013801739,0.012577330693602562,0.00040262937545776367,0.970360824742268,0.029639175257731964,0.011863306
156,9,vocab,-1,0.07765435,0.17612003,0.9611731,71.70257,0.016488077,0.0042686015,0.010235808789730072,-0.0019388925284147263,0.9782178217821782,0.0217821782178218,0.016488077
157,9,cat,-1,0.22549549,0.51142365,0.8872523,71.610054,0.29489297,0.33957222,3.375340461730957,3.3631657604128122,0.9973614775725593,0.0026385224274406704,0.29489297
158,9,shuffle,-1,0.08225059,0.1865443,0.9588747,71.7214,0.025009783,0.014692873,0.012048834934830666,-0.0001258663833141327,0.7321899736147758,0.2678100263852242,0.025009783
159,9,unrelated,68,0.68489283,1.5533366,0.6575535,71.98121,1.5282401,1.3814852,5.5079240798950195,5.495749378576875,0.23067484662576687,0.7693251533742331,1.5282401
169,10,paraphrase,-1,0.21600528,0.48989987,0.89199775,71.74611,0.0027086276,-0.0009496212,0.00798360351473093,-0.001364164985716343,0.9817961165048543,0.01820388349514568,0.0027086276
170,10,translate,-1,0.23373134,0.5301026,0.8831347,71.78218,0.034136787,0.039253116,0.007253754884004593,-0.0020940136164426804,0.7017347509792949,0.29826524902070506,0.034136787
171,10,polarity,-1,0.22016625,0.49933696,0.8899174,71.73556,0.007465288,0.008487463,0.01431721169501543,0.004969443194568157,0.983273596176822,0.016726403823178027,0.007465288
172,10,vocab,-1,0.21972995,0.49834743,0.89013547,71.73106,0.004164012,0.0074979365,0.008097399026155472,-0.0012503694742918015,0.9873111782477342,0.012688821752265822,0.004164012
173,10,cat,2,0.3521701,0.7987217,0.82391524,71.620056,0.24471861,0.30787218,0.06890958547592163,0.05956181697547436,0.9902912621359223,0.009708737864077666,0.24471861
174,10,shuffle,-1,0.21981482,0.49853992,0.8900931,71.72924,0.0072390256,0.0076904297,0.008707568049430847,-0.0006402004510164261,0.8220338983050848,0.17796610169491522,0.0072390256
175,10,unrelated,26,0.81284094,1.8435229,0.5935803,71.79431,1.3831388,1.3526734,5.008732795715332,4.999385027214885,0.24770079705702022,0.7522992029429798,1.3831388
185,11,paraphrase,-1,0.06864786,0.15569332,0.96567655,72.16927,0.00025588027,-0.001126349,0.17413389682769775,0.0017702877521514893,0.9704069050554871,0.0295930949445129,0.00025588027
186,11,translate,-1,0.07112377,0.16130868,0.96443844,72.15282,0.00891513,0.0044890046,0.1525789052248001,-0.019784703850746155,0.709101725163593,0.29089827483640696,0.00891513
187,11,polarity,-1,0.06904961,0.15660448,0.9654755,72.18488,0.0015207944,-0.00021518767,0.14767467975616455,-0.024688929319381714,0.9812007277137659,0.018799272286234125,0.0015207944
188,11,vocab,-1,0.067691565,0.15352444,0.9661547,72.17225,0.0015636901,-0.003295228,0.17265450954437256,0.00029090046882629395,0.9796421961752005,0.02035780382479946,0.0015636901
189,11,cat,5,0.33470216,0.7591044,0.83264935,71.91409,0.6855814,0.60228467,5.242650985717773,5.070287376642227,0.9876695437731196,0.012330456226880449,0.6855814
190,11,shuffle,-1,0.0694761,0.15757176,0.96526223,72.16074,0.0016207476,0.0007520914,0.16726839542388916,-0.0050952136516571045,0.8655980271270037,0.13440197287299627,0.0016207476
191,11,unrelated,67,0.7421645,1.6832287,0.62891835,71.89286,1.6614261,1.526409,7.393679141998291,7.221315532922745,0.16695254431103487,0.8330474556889651,1.6614261
201,12,paraphrase,-1,0.07282382,0.1651644,0.9635884,72.10824,0.00053243514,0.0011751801,0.022807005792856216,0.004935499280691147,0.9721362229102167,0.02786377708978327,0.00053243514
202,12,translate,-1,0.078977205,0.17912027,0.96051186,72.09663,0.00893123,0.015131056,0.022075582295656204,0.004204075783491135,0.6467605633802817,0.35323943661971835,0.00893123
203,12,polarity,-1,0.07315738,0.1659209,0.9634216,72.1152,0.001925141,0.0019316822,0.01809404045343399,0.0002225339412689209,0.9805352798053528,0.019464720194647178,0.001925141
204,12,vocab,-1,0.0687087,0.1558313,0.965646,72.09617,0.0024311366,-0.008157909,0.020332062616944313,0.0024605561047792435,0.972239358420728,0.02776064157927205,0.0024311366
205,12,cat,2,0.52822524,1.1980146,0.7358876,71.88675,1.0104184,1.0340254,5.805708408355713,5.787836901843548,0.9913258983890955,0.008674101610904539,1.0104184
206,12,shuffle,-1,0.083123066,0.18852307,0.95843893,72.10059,0.012998376,0.024533853,0.01882605068385601,0.0009545441716909409,0.7710396039603961,0.22896039603960394,0.012998376
207,12,unrelated,59,0.83243096,1.887953,0.58378494,71.890396,1.7704196,1.7239639,8.120262145996094,8.102390639483929,0.2270011947431302,0.7729988052568698,1.7704196
217,13,paraphrase,-1,0.10084857,0.22872451,0.9495758,71.86365,0.0003410673,0.0017316937,0.014134269207715988,8.642673492431641e-07,0.9627228525121556,0.037277147487844386,0.0003410673
218,13,translate,-1,0.10829065,0.24560314,0.94585466,71.82371,0.0092077805,0.018610328,0.014122292399406433,-1.111254096031189e-05,0.6074626865671642,0.3925373134328358,0.0092077805
219,13,polarity,-1,0.102186084,0.231758,0.94890726,71.85318,0.001371551,0.0047651827,0.014148864895105362,1.5459954738616943e-05,0.9702194357366771,0.029780564263322873,0.001371551
220,13,vocab,-1,0.10294944,0.23348929,0.9485254,71.84944,0.0018606441,0.006496474,0.014136765152215958,3.3602118492126465e-06,0.976706827309237,0.02329317269076303,0.0018606441
221,13,cat,4,0.3575887,0.811011,0.8212058,71.60266,0.5521494,0.58401823,0.5971980094909668,0.5830646045506,0.9904,0.009600000000000053,0.5521494
222,13,shuffle,-1,0.09950801,0.22568412,0.95024604,71.85581,0.01911025,-0.0013086945,0.014140117913484573,6.712973117828369e-06,0.6966292134831461,0.3033707865168539,0.01911025
223,13,unrelated,206,0.7647203,1.7343854,0.6176401,71.896614,1.4854529,1.5073925,4.982796669006348,4.968663264065981,0.20903225806451614,0.7909677419354839,1.4854529
233,14,paraphrase,-1,0.047902405,0.10864263,0.97604907,71.952354,0.00051634345,0.0006388575,0.032444704324007034,0.0005662217736244202,0.9802555168408827,0.019744483159117254,0.00051634345
234,14,translate,-1,0.04693625,0.1064514,0.97653216,71.946014,0.009784933,-0.0015523732,0.029085030779242516,-0.0027934517711400986,0.6309983452840596,0.3690016547159404,0.009784933
235,14,polarity,-1,0.047132127,0.10689564,0.97643435,71.94841,0.0009282902,-0.0011081323,0.03397228941321373,0.0020938068628311157,0.9873563218390805,0.012643678160919491,0.0009282902
236,14,vocab,-1,0.047483597,0.10769278,0.9762586,71.948685,0.003130395,-0.00031099468,0.03167523816227913,-0.0002032443881034851,0.9820289855072464,0.017971014492753623,0.003130395
237,14,cat,-1,0.38691983,0.877534,0.80654037,71.96489,0.84777325,0.7695302,5.556842803955078,5.5249643214046955,0.9918319719953326,0.008168028004667427,0.84777325
238,14,shuffle,-1,0.049156122,0.11148606,0.97542244,71.98392,0.010927244,0.0034822896,0.03600794076919556,0.0041294582188129425,0.8162790697674419,0.1837209302325581,0.010927244
239,14,unrelated,168,0.8194578,1.85853,0.5902714,71.772156,1.8487265,1.7505263,7.690296649932861,7.658418167382479,0.2736231884057971,0.7263768115942029,1.8487265
249,15,paraphrase,-1,0.06325053,0.14345217,0.96837497,71.98865,0.00042809788,0.00014667213,0.002369987778365612,0.00129826704505831,0.9687322342239909,0.03126776577600909,0.00042809788
250,15,translate,-1,0.08065607,0.18292792,0.9596721,71.96701,0.017747944,0.039622426,0.001470662304200232,0.00039894157089293003,0.6262626262626263,0.3737373737373737,0.017747944
251,15,polarity,-1,0.066421546,0.15064403,0.9667893,71.99643,0.002922498,0.0073385388,0.0023465638514608145,0.0012748431181535125,0.9749861033907726,0.02501389660922737,0.002922498
252,15,vocab,-1,0.063324995,0.14362106,0.96833754,71.98804,0.00366181,0.0003155619,0.0026889806613326073,0.0016172599280253053,0.9659090909090909,0.03409090909090906,0.00366181
253,15,cat,3,0.5413528,1.227788,0.72932374,71.848076,1.0924587,1.0844824,1.648005485534668,1.6469337648013607,0.9897377423033067,0.010262257696693311,1.0924587
254,15,shuffle,-1,0.06799431,0.15421107,0.96600294,71.96715,0.013636634,0.010905579,0.0028515998274087906,0.0017798790941014886,0.8443181818181819,0.15568181818181814,0.013636634
255,15,unrelated,186,0.8885361,2.0151994,0.5557322,72.017456,1.9347832,1.8718939,7.161331653594971,7.160259932861663,0.15864621893178213,0.8413537810682179,1.9347832
265,16,paraphrase,-1,0.1088019,0.24676266,0.9455993,72.08343,0.00032628435,0.0020474046,0.001540240366011858,1.3048062101006508e-05,0.9862700228832952,0.013729977116704761,0.00032628435
266,16,translate,-1,0.11017181,0.24986961,0.94491434,72.06077,0.027664607,0.0051543564,0.001463641645386815,-6.355065852403641e-05,0.6728665207877462,0.3271334792122538,0.027664607
267,16,polarity,-1,0.116151355,0.26343122,0.94192475,72.079475,0.0053168284,0.018715963,0.0021530543453991413,0.0006258620414882898,0.9875141884222475,0.012485811577752526,0.0053168284
268,16,vocab,-1,0.11011429,0.24973917,0.9449433,72.08123,0.0026504307,0.0050239116,0.0021381103433668613,0.0006109180394560099,0.9839080459770115,0.016091954022988464,0.0026504307
269,16,cat,-1,0.27569145,0.6252681,0.8621547,71.886215,0.46854958,0.38055283,0.02654455229640007,0.02501735999248922,0.9878962536023055,0.012103746397694515,0.46854958
270,16,shuffle,-1,0.12808113,0.29048795,0.9359599,72.0355,0.020182304,0.045772687,0.002070871414616704,0.0005436791107058525,0.8761467889908257,0.12385321100917435,0.020182304
271,16,unrelated,247,0.82901037,1.8801951,0.5854952,71.77908,1.7741481,1.6354799,12.464982986450195,12.463455794146284,0.21165817770232032,0.7883418222976797,1.7741481
281,17,paraphrase,-1,0.07075921,0.16048186,0.9646209,71.977234,0.0007684334,0.00038732588,0.04122009128332138,0.002451173961162567,0.982594048287479,0.017405951712521017,0.0007684334
282,17,translate,-1,0.07422724,0.16834736,0.9628868,71.98445,0.009830383,0.008252829,0.03777923434972763,-0.0009896829724311829,0.6901709401709402,0.30982905982905984,0.009830383
283,17,polarity,-1,0.07027005,0.15937243,0.9648655,71.98139,0.0026505594,-0.00072209537,0.03611602261662483,-0.0026528947055339813,0.9812154696132597,0.018784530386740328,0.0026505594
284,17,vocab,-1,0.07299264,0.16554727,0.96350425,71.97044,0.008589829,0.005452737,0.027248453348875046,-0.011520463973283768,0.987085906793936,0.012914093206063959,0.008589829
285,17,cat,3,0.6151167,1.3950844,0.6924421,71.90331,1.244225,1.2349899,4.150637626647949,4.11186870932579,0.9915966386554622,0.008403361344537785,1.244225
286,17,shuffle,-1,0.07925122,0.17974174,0.96037495,71.948006,0.016594056,0.01964721,0.03948966786265373,0.0007207505404949188,0.819304152637486,0.18069584736251398,0.016594056
287,17,unrelated,105,0.8237688,1.8683072,0.58811617,71.827545,1.7777959,1.7082127,7.296454906463623,7.257685989141464,0.11695215593620792,0.8830478440637921,1.7777959
297,18,paraphrase,-1,0.043426957,0.09849232,0.9782867,72.109116,0.0006087205,0.0015298575,0.01032557524740696,-0.00021505728363990784,0.964793082149475,0.03520691785052499,0.0006087205
298,18,translate,-1,0.048407212,0.10978754,0.9757965,72.082855,0.019945897,0.012825079,0.00868171826004982,-0.0018589142709970474,0.6204506065857885,0.37954939341421146,0.019945897
299,18,polarity,-1,0.04464558,0.10125616,0.9776774,72.107376,0.002385064,0.0042937025,0.008888039737939835,-0.0016525927931070328,0.9788263762855415,0.021173623714458523,0.002385064
300,18,vocab,-1,0.044832952,0.10168111,0.97758365,72.11875,0.00263888,0.004718654,0.009261139668524265,-0.001279492862522602,0.9748311847759361,0.02516881522406389,0.00263888
301,18,cat,-1,0.39785674,0.9023389,0.80107176,72.143105,0.86724836,0.80537647,2.190298080444336,2.179757447913289,0.9813200498132005,0.018679950186799466,0.86724836
302,18,shuffle,-1,0.051227164,0.116183184,0.9743866,72.1219,0.014005833,0.019220725,0.00830639898777008,-0.002234233543276787,0.8448275862068966,0.15517241379310343,0.014005833
303,18,unrelated,215,0.7395156,1.6772211,0.63024247,71.944916,1.6437368,1.5802586,7.416794300079346,7.406253667548299,0.3009764503159104,0.6990235496840895,1.6437368
313,19,paraphrase,-1,0.11038319,0.25034901,0.9448088,71.96119,0.0009952149,0.0046426356,0.0024360790848731995,-0.0012861895374953747,0.9732034104750305,0.02679658952496955,0.0009952149
314,19,translate,-1,0.14053045,0.318723,0.929735,71.94064,0.030791953,0.07301661,0.004484529606997967,0.0007622609846293926,0.6537142857142857,0.3462857142857143,0.030791953
315,19,polarity,-1,0.1119809,0.25397262,0.9440099,71.957375,0.0050909794,0.00826624,0.004169780761003494,0.0004475121386349201,0.977326968973747,0.022673031026252954,0.0050909794
316,19,vocab,-1,0.11535946,0.2616352,0.94232076,71.9584,0.006296391,0.015928835,0.00625366298481822,0.002531394362449646,0.9788007268322229,0.021199273167777144,0.006296391
317,19,cat,4,0.29940525,0.679051,0.8502978,71.67469,0.3824859,0.4333446,0.1666966676712036,0.16297439904883504,0.9829476248477467,0.01705237515225333,0.3824859
318,19,shuffle,-1,0.11994304,0.27203077,0.9400287,71.99823,0.013554475,0.026324391,0.0037893657572567463,6.709713488817215e-05,0.7363304981773997,0.2636695018226003,0.013554475
319,19,unrelated,240,0.7762367,1.7605045,0.611882,71.9097,1.63957,1.5147982,0.3980846703052521,0.3943624016828835,0.21911682504192287,0.7808831749580771,1.63957
329,20,paraphrase,-1,0.18033738,0.4090051,0.9098315,72.193825,0.00073272415,0.00083619356,0.06936612725257874,0.006163515150547028,0.9718056388722256,0.028194361127774403,0.00073272415
330,20,translate,-1,0.17700455,0.40144622,0.9114982,72.17628,0.017955068,-0.0067226887,0.11777082085609436,0.05456820875406265,0.5951164111300398,0.40488358886996023,0.017955068
331,20,polarity,-1,0.18004104,0.408333,0.9099799,72.166916,0.0027923174,0.00016409159,0.061923686414957047,-0.0012789256870746613,0.9798578199052133,0.020142180094786744,0.0027923174
332,20,vocab,-1,0.18047607,0.40931964,0.9097623,72.17582,0.0021583592,0.0011507273,0.07567339390516281,0.012470781803131104,0.965558912386707,0.03444108761329301,0.0021583592
333,20,cat,-1,0.7548751,1.7120564,0.6225628,71.67411,1.3882047,1.3038875,3.2057783603668213,3.1425757482647896,0.9879807692307693,0.012019230769230727,1.3882047
334,20,shuffle,-1,0.18071745,0.4098671,0.9096416,72.1693,0.0026493282,0.0016981959,0.06338108330965042,0.00017847120761871338,0.8,0.19999999999999996,0.0026493282
335,20,unrelated,58,1.2361273,2.8035362,0.3819368,71.920296,2.5884616,2.3953671,2.2408370971679688,2.177634485065937,0.2714203565267395,0.7285796434732605,2.5884616
345,21,paraphrase,-1,0.14797322,0.3356032,0.9260135,71.796265,0.00029704455,-0.0005424917,0.02998991310596466,-0.0005949214100837708,0.9739311783107404,0.026068821689259614,0.00029704455
346,21,translate,-1,0.15438904,0.35015428,0.9228058,71.77474,0.01275239,0.014008582,0.02999604493379593,-0.0005887895822525024,0.5800486618004866,0.41995133819951336,0.01275239
347,21,polarity,-1,0.15114392,0.34279436,0.9244282,71.80911,0.0017660374,0.0066486597,0.03410130739212036,0.00351647287607193,0.9835051546391752,0.016494845360824795,0.0017660374
348,21,vocab,-1,0.14667155,0.33265102,0.92666453,71.797455,0.0054594497,-0.00349468,0.029329851269721985,-0.0012549832463264465,0.9700787401574803,0.0299212598425197,0.0054594497
349,21,cat,-1,0.42055407,0.9538165,0.78972304,71.77378,0.79102135,0.6176708,4.600783824920654,4.570198990404606,0.9916317991631799,0.008368200836820106,0.79102135
350,21,shuffle,-1,0.15392616,0.34910446,0.923037,71.80006,0.022538183,0.012958765,0.027196668088436127,-0.0033881664276123047,0.5376569037656904,0.4623430962343096,0.022538183
351,21,unrelated,251,0.65978426,1.4963905,0.670108,71.89273,1.2713006,1.1602447,0.9215664863586426,0.8909816518425941,0.16132368148914167,0.8386763185108583,1.2713006
